"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 31 10:57:45 GMT 2022","Tue May 31 10:57:46 GMT 2022","296","","Проверяем валидность номера","","Проверяем валидность номера","Проверить номер /GET 200","Проверить номер /GET 200",""
